,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AGS,Name,Verwaltungsebene,Land,2G,4G,5G DSS,5G,2G,4G,5G DSS,5G,2G,4G,5G DSS,5G
07211,Kreisfreie Stadt Trier,3 - Kreis,Land Rheinland-Pfalz,100,"98,37",0,"94,67",100,"99,06","86,46","97,06","99,74","94,14","90,13","39,68"
07231,Landkreis Bernkastel-Wittlich,3 - Kreis,Land Rheinland-Pfalz,"99,91","96,48",0,"56,76",100,"98,25","77,12","91,89",100,"97,63","60,95","12,39"
07232,Landkreis Eifelkreis Bitburg-Prüm,3 - Kreis,Land Rheinland-Pfalz,"99,83","91,23","11,14","73,51","97,88","95,85","72,94","81,46","99,61","91,24","61,05","23,5"
07233,Landkreis Vulkaneifel,3 - Kreis,Land Rheinland-Pfalz,100,"90,4","0,82","33,55","99,65","97,44","54,84","70,24","99,91","95,18","47,71","10,14"
07235,Landkreis Trier-Saarburg,3 - Kreis,Land Rheinland-Pfalz,"99,32","93,24",0,"53,86","99,57","92,41","60,7","70,55","98,81","94,26","66,32","14,13"
07311,Kreisfreie Stadt Frankenthal (Pfalz),3 - Kreis,Land Rheinland-Pfalz,100,100,"6,87","99,11",100,100,100,100,100,100,"85,46",19
07312,Kreisfreie Stadt Kaiserslautern,3 - Kreis,Land Rheinland-Pfalz,100,"99,42",0,"84,08",100,100,"86,65","88,15",100,"97,61","71,27","47,68"
07313,Kreisfreie Stadt Landau in der Pfalz,3 - Kreis,Land Rheinland-Pfalz,"94,96","84,67","1,13","56,2","85,51","75,31","68,6","74,03","98,41","79,27","73,82","20,46"
07314,Kreisfreie Stadt Ludwigshafen am Rhein,3 - Kreis,Land Rheinland-Pfalz,100,100,0,"99,95",100,100,100,100,100,100,"99,92","75,55"
07315,Kreisfreie Stadt Mainz,3 - Kreis,Land Rheinland-Pfalz,100,100,0,100,100,100,"99,75",100,100,100,"76,69","25,81"
07316,Kreisfreie Stadt Neustadt an der Weinstraße,3 - Kreis,Land Rheinland-Pfalz,100,100,0,"51,95",100,100,"85,59","96,25",100,100,"92,84","18,15"
07317,Kreisfreie Stadt Pirmasens,3 - Kreis,Land Rheinland-Pfalz,100,100,0,"13,19",100,100,"99,21","99,21",100,100,"62,85","37,41"
07318,Kreisfreie Stadt Speyer,3 - Kreis,Land Rheinland-Pfalz,100,100,0,"1,02",100,100,"99,47",100,100,100,100,"43,85"
07319,Kreisfreie Stadt Worms,3 - Kreis,Land Rheinland-Pfalz,100,"99,65",0,"73,43",100,"98,79","95,66",100,100,100,96,"25,32"
07320,Kreisfreie Stadt Zweibrücken,3 - Kreis,Land Rheinland-Pfalz,100,100,0,"37,37",100,100,"97,76","97,76",100,"90,56","43,05",0
07331,Landkreis Alzey-Worms,3 - Kreis,Land Rheinland-Pfalz,100,100,0,"76,89",100,"99,82",97,"98,43",100,100,"90,53","33,09"
07332,Landkreis Bad Dürkheim,3 - Kreis,Land Rheinland-Pfalz,"98,44",89,0,"25,8","99,78","95,26","67,5","82,41","95,42","86,81","69,52","1,95"
07333,Landkreis Donnersbergkreis,3 - Kreis,Land Rheinland-Pfalz,"99,55","96,34","26,79","84,78","98,96","94,96","62,15","66,01","99,86","96,63","57,67","8,48"
07334,Landkreis Germersheim,3 - Kreis,Land Rheinland-Pfalz,"99,99","94,11","22,44","43,65",100,"96,53","78,24","89,24",100,"98,72","78,47","18,42"
07335,Landkreis Kaiserslautern,3 - Kreis,Land Rheinland-Pfalz,"99,32","85,94","6,61","32,86","99,65","88,2","46,78","60,14",100,"82,07","38,1","0,73"
07336,Landkreis Kusel,3 - Kreis,Land Rheinland-Pfalz,100,"99,42","11,95","37,89","98,82","96,58","72,39","83,82","99,75","96,42","49,57","7,33"
07337,Landkreis Südliche Weinstraße,3 - Kreis,Land Rheinland-Pfalz,"95,92","84,83","3,94","24,43","90,12","84,27","59,37","71,48","95,19","83,42","53,56","4,39"
07338,Landkreis Rhein-Pfalz-Kreis,3 - Kreis,Land Rheinland-Pfalz,100,"99,79","4,16","77,11",100,"96,86","95,46","99,76",100,100,"91,64","23,41"
07339,Landkreis Mainz-Bingen,3 - Kreis,Land Rheinland-Pfalz,100,100,"2,88","37,29",100,100,"98,85","98,85",100,100,"88,24","11,65"
07340,Landkreis Südwestpfalz,3 - Kreis,Land Rheinland-Pfalz,"99,99","90,64","0,35","17,16","98,06","88,47","50,84","59,59","98,31","87,34","31,84",0
08111,Stadtkreis Stuttgart,3 - Kreis,Land Baden-Württemberg,100,100,"59,55","97,98",100,100,"96,31","96,36",100,100,"99,91","59,17"
08115,Landkreis Böblingen,3 - Kreis,Land Baden-Württemberg,100,"94,72","12,34","67,8",100,"99,7",83,"87,66",100,"96,8","67,81","7,79"
08116,Landkreis Esslingen,3 - Kreis,Land Baden-Württemberg,100,"98,96","40,09","92,61",100,"99,88","88,39","94,62",100,"99,81","82,55","31,28"
08117,Landkreis Göppingen,3 - Kreis,Land Baden-Württemberg,100,"99,9","20,32","91,68",100,"98,67","79,87","83,51",100,"98,45","66,04","14,41"
08118,Landkreis Ludwigsburg,3 - Kreis,Land Baden-Württemberg,100,"99,84","44,51","82,84",100,"99,84","94,11","97,88",100,100,"91,16","19,61"
08119,Landkreis Rems-Murr-Kreis,3 - Kreis,Land Baden-Württemberg,100,"99,95","51,35","98,46",100,"99,87","88,64","96,66",100,100,"86,14","31,05"
08121,Stadtkreis Heilbronn,3 - Kreis,Land Baden-Württemberg,100,"99,72","1,69","98,32",100,100,"96,05","98,78",100,100,"95,54","25,27"
08125,Landkreis Heilbronn,3 - Kreis,Land Baden-Württemberg,100,"98,5","5,48","77,84",100,"99,48","86,48","92,4",100,"97,54","85,78","26,96"
08126,Landkreis Hohenlohekreis,3 - Kreis,Land Baden-Württemberg,"99,39","85,41",0,"81,67","99,07","92,85","57,19","81,39","99,53","90,51","60,41","40,92"
08127,Landkreis Schwäbisch Hall,3 - Kreis,Land Baden-Württemberg,100,"98,78",0,"50,84",100,"98,79","68,21","94,39",100,"98,65","85,11","40,64"
08128,Landkreis Main-Tauber-Kreis,3 - Kreis,Land Baden-Württemberg,100,"96,41",0,"77,96","97,71","91,68","54,42","68,25",100,"96,06","67,98","18,81"
08135,Landkreis Heidenheim,3 - Kreis,Land Baden-Württemberg,100,"96,22",0,"82,24","97,96","93,51","71,81","75,58",100,"95,97","73,04","32,3"
08136,Landkreis Ostalbkreis,3 - Kreis,Land Baden-Württemberg,100,"97,22","8,84","84,47","99,64","95,24","74,07","90,25",100,"98,95","77,21","27,23"
08211,Stadtkreis Baden-Baden,3 - Kreis,Land Baden-Württemberg,100,"94,4","3,67","66,99","97,44","91,86","80,15","85,6","93,09","87,67","70,94","39,67"
08212,Stadtkreis Karlsruhe,3 - Kreis,Land Baden-Württemberg,100,100,"8,35","96,52",100,100,"99,87",100,100,100,"95,34","20,69"
08215,Landkreis Karlsruhe,3 - Kreis,Land Baden-Württemberg,100,"98,29","14,15","81,4",100,"99,24","88,15","96,17",100,"99,32","81,56","27,35"
08216,Landkreis Rastatt,3 - Kreis,Land Baden-Württemberg,100,"98,04","20,36","77,68","99,9","92,62","67,75","74,62","98,72","92,73","63,21","26,19"
08221,Stadtkreis Heidelberg,3 - Kreis,Land Baden-Württemberg,100,100,0,"99,61",100,100,100,100,100,100,"97,66","47,53"
08222,Stadtkreis Mannheim,3 - Kreis,Land Baden-Württemberg,100,100,"4,8","99,74",100,100,100,100,100,100,"98,31","65,36"
08225,Landkreis Neckar-Odenwald-Kreis,3 - Kreis,Land Baden-Württemberg,100,"93,85",0,"69,67","97,17","87,99","61,05","69,94",100,"86,35","71,36","19,25"
08226,Landkreis Rhein-Neckar-Kreis,3 - Kreis,Land Baden-Württemberg,100,"96,28","1,42","53,3",100,"99,34","89,05","92,9",100,"98,03","87,14","32,51"
08231,Stadtkreis Pforzheim,3 - Kreis,Land Baden-Württemberg,100,100,0,"94,08","94,93","88,1","82,48","84,29",100,"90,58","71,97","21,18"
08235,Landkreis Calw,3 - Kreis,Land Baden-Württemberg,100,"90,87",0,"33,2","93,18","76,49","39,7","47,83","98,81","84,62","36,39","6,3"
08236,Landkreis Enzkreis,3 - Kreis,Land Baden-Württemberg,100,"97,04","0,43","69,38","99,84","90,82","64,78","74,45","99,83","93,76","77,71","46,9"
08237,Landkreis Freudenstadt,3 - Kreis,Land Baden-Württemberg,"98,95","86,35",0,"59,36","95,53","90,36","53,88","69,79","98,68","88,09","66,58","24,97"
08311,Stadtkreis Freiburg im Breisgau,3 - Kreis,Land Baden-Württemberg,100,"98,84",0,"95,89",100,100,"93,88","97,66",100,"99,96","95,55","44,55"
08315,Landkreis Breisgau-Hochschwarzwald,3 - Kreis,Land Baden-Württemberg,"99,92","96,76",0,"67,25",100,"98,32","66,27","80,24","99,97","95,49","57,06","16,42"
08316,Landkreis Emmendingen,3 - Kreis,Land Baden-Württemberg,100,"99,07",0,"64,9","99,83","95,46","89,92","93,79",100,100,"92,29","31,91"
08317,Landkreis Ortenaukreis,3 - Kreis,Land Baden-Württemberg,100,"98,66",0,"77,67","97,57","95,33","76,45","81,26","99,59","97,04","77,53","35,24"
08325,Landkreis Rottweil,3 - Kreis,Land Baden-Württemberg,100,"99,58",0,"63,76","99,48","94,99","72,52","83,92",100,"96,99","65,07","20,51"
08326,Landkreis Schwarzwald-Baar-Kreis,3 - Kreis,Land Baden-Württemberg,100,"96,24",0,"48,29","98,64","93,04","70,88","80,52","99,7","96,74","79,34","11,22"
08327,Landkreis Tuttlingen,3 - Kreis,Land Baden-Württemberg,100,"96,25",0,"60,77","96,26","92,49","61,68","74,02","99,16","90,73","73,12","30,77"
08335,Landkreis Konstanz,3 - Kreis,Land Baden-Württemberg,100,"96,96",0,"72,47","99,32","94,5","57,59","75,16",100,"90,7","79,78","41,26"
08336,Landkreis Lörrach,3 - Kreis,Land Baden-Württemberg,"99,43","99,12",0,"62,84","98,73","97,17","66,88","70,78",100,"97,57","72,4","31,9"
08337,Landkreis Waldshut,3 - Kreis,Land Baden-Württemberg,"99,49","88,67",0,"71,12","99,27","82,52","41,68","51,34","99,98","91,01","49,21","14,45"
08415,Landkreis Reutlingen,3 - Kreis,Land Baden-Württemberg,100,"97,52",0,"81,56","98,22","94,52","65,83","71,02","98,34","95,27","74,17","19,13"
08416,Landkreis Tübingen,3 - Kreis,Land Baden-Württemberg,100,"96,41",0,"82,47",100,"99,72","87,74","91,18",100,"96,99","67,65","15,14"
08417,Landkreis Zollernalbkreis,3 - Kreis,Land Baden-Württemberg,100,"99,91",0,"58,91",100,"98,13","80,98","90,32","99,99","97,46","80,84","19,28"
08421,Stadtkreis Ulm,3 - Kreis,Land Baden-Württemberg,100,100,0,"99,64",100,"99,65","95,51","99,52",100,100,100,"40,95"
08425,Landkreis Alb-Donau-Kreis,3 - Kreis,Land Baden-Württemberg,100,"97,19",0,"75,66","99,91","97,68","63,78","82,07",100,"93,74","67,68","32,16"
08426,Landkreis Biberach,3 - Kreis,Land Baden-Württemberg,100,"98,84",0,"81,84",100,"96,93","60,41","85,49",100,"94,76","79,86","45,01"
08435,Landkreis Bodenseekreis,3 - Kreis,Land Baden-Württemberg,100,"97,6",0,"71,05",100,"99,9","77,32","91,02",100,"98,2","60,54","26,34"
08436,Landkreis Ravensburg,3 - Kreis,Land Baden-Württemberg,"99,93","96,87","3,89","86,23",100,"97,33","62,88","77,62",100,"99,61","87,05","39,49"
08437,Landkreis Sigmaringen,3 - Kreis,Land Baden-Württemberg,100,"94,59",0,"75,3","99,61","96,23","64,49","82,19",100,"97,11","81,06","15,06"
09161,Kreisfreie Stadt Ingolstadt,3 - Kreis,Freistaat Bayern,100,100,0,"97,05",100,100,"99,63",100,100,100,"95,15","55,91"
09162,Kreisfreie Stadt München,3 - Kreis,Freistaat Bayern,100,100,0,100,100,100,100,100,100,100,"99,85","89,4"
09163,Kreisfreie Stadt Rosenheim,3 - Kreis,Freistaat Bayern,100,100,0,100,100,100,100,100,100,100,"92,65","76,14"
09171,Landkreis Altötting,3 - Kreis,Freistaat Bayern,100,"96,92",0,"89,87",100,"99,43","74,89","83,55",100,"99,36","76,09","14,32"
09172,Landkreis Berchtesgadener Land,3 - Kreis,Freistaat Bayern,"99,02","90,23",0,"70,1","94,74","80,58","57,13","62,79","93,32","79,29","51,15","4,49"
09173,Landkreis Bad Tölz-Wolfratshausen,3 - Kreis,Freistaat Bayern,"99,62","92,74",0,"50,46","94,14","89,85","66,75","75,17","93,45","90,01","58,84","27,99"
09174,Landkreis Dachau,3 - Kreis,Freistaat Bayern,100,"99,63","3,01",100,100,100,"97,69","99,34",100,100,"97,7","73,54"
09175,Landkreis Ebersberg,3 - Kreis,Freistaat Bayern,100,"99,61",0,"62,36",100,100,"88,41","97,05",100,"99,61","68,72","12,26"
09176,Landkreis Eichstätt,3 - Kreis,Freistaat Bayern,"99,46","93,96",0,"66,44",100,"94,15","81,98","91,05",100,"95,16","60,75","31,74"
09177,Landkreis Erding,3 - Kreis,Freistaat Bayern,100,"99,89","1,51","97,54",100,100,"76,35","94,3",100,100,"90,06","54,19"
09178,Landkreis Freising,3 - Kreis,Freistaat Bayern,100,"99,14","9,5","88,41",100,"99,14","89,64","97,67",100,"99,8","82,54","40,41"
09179,Landkreis Fürstenfeldbruck,3 - Kreis,Freistaat Bayern,100,"98,76",0,"90,28",100,"98,39","91,91","94,24",100,100,"94,9","58,96"
09180,Landkreis Garmisch-Partenkirchen,3 - Kreis,Freistaat Bayern,"99,87","96,76",0,"82,04","99,44","96,51","83,11","84,33","99,86","98,53","62,73","30,46"
09181,Landkreis Landsberg am Lech,3 - Kreis,Freistaat Bayern,100,"96,89",0,"99,37",100,"99,17","68,1","93,84",100,100,"15,17","8,31"
09182,Landkreis Miesbach,3 - Kreis,Freistaat Bayern,"99,87","94,09",0,"66,25","99,39","96,22","64,38","77,9","99,81","93,21","74,08","54,73"
09183,Landkreis Mühldorf a. Inn,3 - Kreis,Freistaat Bayern,100,"99,77",0,"96,99",100,"96,03","61,67","80,38",100,100,"90,19","72,72"
09184,Landkreis München,3 - Kreis,Freistaat Bayern,100,100,"17,08","97,06",100,100,"99,1","99,26",100,100,"89,79","38,94"
09185,Landkreis Neuburg-Schrobenhausen,3 - Kreis,Freistaat Bayern,100,"97,68",0,"99,12",100,"99,65","81,98","92,42",100,"99,28","83,31","17,17"
09186,Landkreis Pfaffenhofen a.d. Ilm,3 - Kreis,Freistaat Bayern,100,"97,3",0,"96,49",100,"98,32","78,36","90,07",100,"98,69","83,05","33,01"
09187,Landkreis Rosenheim,3 - Kreis,Freistaat Bayern,100,"98,74",0,"89,6","98,8","95,71","64,02","79,76",100,"92,76","85,33","18,1"
09188,Landkreis Starnberg,3 - Kreis,Freistaat Bayern,100,"99,3",0,"50,01",100,"99,6","87,6","89,2",100,100,"83,33","14,87"
09189,Landkreis Traunstein,3 - Kreis,Freistaat Bayern,"97,93","90,85",0,"69,94","96,4","87,11","57,7","71,87","95,57","86,26","62,01","6,13"
09190,Landkreis Weilheim-Schongau,3 - Kreis,Freistaat Bayern,100,"96,13",0,"86,88","99,91","99,36","54,33","81,71",100,"98,05","83,3","54,88"
09261,Kreisfreie Stadt Landshut,3 - Kreis,Freistaat Bayern,100,100,"41,14","96,31",100,100,"92,17","95,68",100,"98,87","71,12","37,48"
09262,Kreisfreie Stadt Passau,3 - Kreis,Freistaat Bayern,"99,93","97,53",0,"86,77",100,100,"98,35","98,35",100,100,"87,34","7,73"
09263,Kreisfreie Stadt Straubing,3 - Kreis,Freistaat Bayern,100,"98,47",0,"99,24",100,100,"98,35",100,100,100,100,"99,78"
09271,Landkreis Deggendorf,3 - Kreis,Freistaat Bayern,100,100,0,"99,85",100,"99,05","90,75","96,36",100,"99,18","94,09","49,38"
09272,Landkreis Freyung-Grafenau,3 - Kreis,Freistaat Bayern,"99,99","93,83",0,"67,69","99,95","97,09","56,51","83,52",100,"96,38","66,74","20,84"
09273,Landkreis Kelheim,3 - Kreis,Freistaat Bayern,100,"95,07",0,"73,85",100,"98,68","87,36","93,09","99,9","97,41","91,5","14,33"
09274,Landkreis Landshut,3 - Kreis,Freistaat Bayern,100,"98,98","6,95","73,47",100,"97,76","59,98","85,89","99,44","97,45","78,07","26,92"
09275,Landkreis Passau,3 - Kreis,Freistaat Bayern,"99,84","99,14",0,"98,74",100,"99,1","69,33","84,74",100,"92,9","64,83","24,08"
09276,Landkreis Regen,3 - Kreis,Freistaat Bayern,"99,96","93,47",0,"84,05",100,"99,42","79,12","91,69",100,"97,31","51,16","22,26"
09277,Landkreis Rottal-Inn,3 - Kreis,Freistaat Bayern,"99,98","99,09",0,"93,22",100,"99,97","73,86","87,27",100,"99,75","88,62","23,46"
09278,Landkreis Straubing-Bogen,3 - Kreis,Freistaat Bayern,100,"95,33",0,"77,59",100,"97,87","96,46","98,95",100,"97,31","86,48","43,87"
09279,Landkreis Dingolfing-Landau,3 - Kreis,Freistaat Bayern,100,"99,34",0,"94,32",100,"96,5","93,64",100,100,100,"80,48","12,84"
09361,Kreisfreie Stadt Amberg,3 - Kreis,Freistaat Bayern,100,100,0,"99,7",100,100,"84,16",100,100,100,"87,44","12,21"
09362,Kreisfreie Stadt Regensburg,3 - Kreis,Freistaat Bayern,100,100,0,"97,45",100,100,100,100,100,100,"99,68","54,9"
09363,Kreisfreie Stadt Weiden i.d. OPf.,3 - Kreis,Freistaat Bayern,100,"98,09","21,85","84,8",100,"99,67","90,33",100,100,100,"99,5","65,53"
09371,Landkreis Amberg-Sulzbach,3 - Kreis,Freistaat Bayern,100,"96,71",0,"87,42","99,66","97,12","70,47","82,01","99,3","91,76","69,89","29,64"
09372,Landkreis Cham,3 - Kreis,Freistaat Bayern,"99,95","96,51",0,"83,25",100,"99,03","84,25","97,04","99,92","98,88","93,34","53,5"
09373,Landkreis Neumarkt i.d. OPf.,3 - Kreis,Freistaat Bayern,100,"97,59",0,"65,59",100,"99,24","91,59","92,17",100,100,"97,73","40,63"
09374,Landkreis Neustadt a.d. Waldnaab,3 - Kreis,Freistaat Bayern,100,"93,67",0,"85,28","99,99","97,38","68,76","88,77","99,89","97,7","74,26","39,49"
09375,Landkreis Regensburg,3 - Kreis,Freistaat Bayern,100,"97,65",0,"83,31",100,"99,16","90,93","97,55",100,"99,4","91,34","35,03"
09376,Landkreis Schwandorf,3 - Kreis,Freistaat Bayern,100,"95,94",0,"76,21",100,"99,84","81,77","93,54",100,100,"96,06","53,07"
09377,Landkreis Tirschenreuth,3 - Kreis,Freistaat Bayern,"99,84","97,3",0,"85,17",100,"97,47","73,12","92,21","99,42","98,77","78,74",37
09461,Kreisfreie Stadt Bamberg,3 - Kreis,Freistaat Bayern,100,100,"6,67","99,24",100,100,"98,19","98,19",100,100,"96,86","72,62"
09462,Kreisfreie Stadt Bayreuth,3 - Kreis,Freistaat Bayern,100,100,"55,54","95,75",100,100,"99,56",100,100,100,"99,93","83,4"
09463,Kreisfreie Stadt Coburg,3 - Kreis,Freistaat Bayern,100,100,"97,02",100,100,100,100,100,100,100,100,"9,59"
09464,Kreisfreie Stadt Hof,3 - Kreis,Freistaat Bayern,100,100,0,"97,97",100,100,100,100,100,100,"86,76","22,54"
09471,Landkreis Bamberg,3 - Kreis,Freistaat Bayern,100,"99,63","7,35","89,88",100,"98,98","76,15","91,5","99,41","99,11","72,96","12,52"
09472,Landkreis Bayreuth,3 - Kreis,Freistaat Bayern,100,"96,77","11,44","87,44","98,18","94,09","75,54","83,21","99,78","96,28","75,88","31,03"
09473,Landkreis Coburg,3 - Kreis,Freistaat Bayern,100,"99,4","14,32","92,64",100,"99,95","95,85","98,6",100,100,"94,91","31,61"
09474,Landkreis Forchheim,3 - Kreis,Freistaat Bayern,100,"99,93","1,43","69,17","94,7","88,71","80,31","82,29",100,"96,87","68,31","17,71"
09475,Landkreis Hof,3 - Kreis,Freistaat Bayern,100,"97,25","9,7","92,86",100,"99,69","82,72","92,75",100,"99,89","89,04","45,58"
09476,Landkreis Kronach,3 - Kreis,Freistaat Bayern,100,"98,51",0,"81,91","99,6","93,94","74,46","80,62","99,59","93,11","74,48","27,37"
09477,Landkreis Kulmbach,3 - Kreis,Freistaat Bayern,100,"98,61","11,66","92,52","99,28","97,6","85,06","91,8",100,"98,75","90,98","49,39"
09478,Landkreis Lichtenfels,3 - Kreis,Freistaat Bayern,100,"99,56",0,"79,47",100,100,100,100,100,100,"93,46","44,33"
09479,Landkreis Wunsiedel i. Fichtelgebirge,3 - Kreis,Freistaat Bayern,"99,49","97,9",0,"97,41",100,100,"98,39",100,100,"99,49","85,17","19,71"
09561,Kreisfreie Stadt Ansbach,3 - Kreis,Freistaat Bayern,100,100,0,"86,07",100,100,"98,77",100,100,100,"93,87","84,15"
09562,Kreisfreie Stadt Erlangen,3 - Kreis,Freistaat Bayern,100,100,0,"98,9",100,100,100,100,100,100,100,"80,81"
09563,Kreisfreie Stadt Fürth,3 - Kreis,Freistaat Bayern,100,100,0,100,100,100,100,100,100,100,"99,8","63,98"
09564,Kreisfreie Stadt Nürnberg,3 - Kreis,Freistaat Bayern,100,100,0,100,100,100,100,100,100,100,"96,19","76,8"
09565,Kreisfreie Stadt Schwabach,3 - Kreis,Freistaat Bayern,100,100,"6,57",100,100,100,100,100,100,100,"85,18","35,32"
09571,Landkreis Ansbach,3 - Kreis,Freistaat Bayern,100,"97,41","2,94","94,92",100,"99,83","94,78","97,96",100,"98,87","85,08","56,54"
09572,Landkreis Erlangen-Höchstadt,3 - Kreis,Freistaat Bayern,100,"99,25","9,2","95,85",100,100,"99,65",100,100,100,96,"51,47"
09573,Landkreis Fürth,3 - Kreis,Freistaat Bayern,100,"98,64","19,05","98,84",100,100,"96,51","98,86",100,100,"94,75","65,98"
09574,Landkreis Nürnberger Land,3 - Kreis,Freistaat Bayern,100,100,"37,86","98,74","98,5","96,5","94,4","96,37",100,"97,67","92,04","17,15"
09575,Landkreis Neustadt a.d. Aisch-Bad Windsheim,3 - Kreis,Freistaat Bayern,100,"99,68","11,37","93,5",100,"99,72","84,85","93,68",100,"97,6","88,07","55,09"
09576,Landkreis Roth,3 - Kreis,Freistaat Bayern,100,"99,69","16,79","96,34",100,100,"81,31","99,37",100,100,"98,43","49,54"
09577,Landkreis Weißenburg-Gunzenhausen,3 - Kreis,Freistaat Bayern,100,"96,92",0,"88,93",100,"92,06","77,84","87,32",100,"97,16","74,37","38,17"
09661,Kreisfreie Stadt Aschaffenburg,3 - Kreis,Freistaat Bayern,100,100,0,"4,33",100,100,"99,08",100,100,100,100,"74,2"
09662,Kreisfreie Stadt Schweinfurt,3 - Kreis,Freistaat Bayern,100,100,0,"89,32",100,100,100,100,100,100,100,"68,65"
09663,Kreisfreie Stadt Würzburg,3 - Kreis,Freistaat Bayern,100,"99,7",0,"96,03",100,100,100,100,100,"99,74","94,92","30,03"
09671,Landkreis Aschaffenburg,3 - Kreis,Freistaat Bayern,100,"90,71",0,"46,32","98,3","94,28","89,98","91,36","97,75","93,51","70,31","37,17"
09672,Landkreis Bad Kissingen,3 - Kreis,Freistaat Bayern,100,"90,73",0,"53,94","99,89","98,16","83,81","89,18","99,06","94,06","68,06","25,32"
09673,Landkreis Rhön-Grabfeld,3 - Kreis,Freistaat Bayern,100,"96,95","12,97","50,1",100,"98,22","73,6","86,19","99,67","97,63","69,71","18,88"
09674,Landkreis Haßberge,3 - Kreis,Freistaat Bayern,"98,69","93,19","13,88","36,6",100,"99,26","78,28","84,36",100,"96,47","79,75","34,25"
09675,Landkreis Kitzingen,3 - Kreis,Freistaat Bayern,100,"99,49",0,"84,92",100,"99,86","75,13","86,3","98,55","95,7","84,9","28,19"
09676,Landkreis Miltenberg,3 - Kreis,Freistaat Bayern,100,"96,1",0,"8,24","94,21","92,43","85,9","90,06","95,72","92,62","66,26","21,87"
09677,Landkreis Main-Spessart,3 - Kreis,Freistaat Bayern,100,"98,34",0,"47,32","99,61","98,99","88,9","93,14",100,"94,88","58,44","12,8"
09678,Landkreis Schweinfurt,3 - Kreis,Freistaat Bayern,100,"97,95","7,49","76,19",100,"99,76","92,24","97,87",100,100,"94,49","27,04"
09679,Landkreis Würzburg,3 - Kreis,Freistaat Bayern,"99,81","97,61",0,"64,6",100,"99,88","93,48","97,85",100,"98,89","86,39","38,52"
09761,Kreisfreie Stadt Augsburg,3 - Kreis,Freistaat Bayern,100,100,0,100,100,100,100,100,100,100,"97,82","89,19"
09762,Kreisfreie Stadt Kaufbeuren,3 - Kreis,Freistaat Bayern,100,100,0,100,100,100,"99,9",100,100,100,"98,66","89,31"
09763,Kreisfreie Stadt Kempten (Allgäu),3 - Kreis,Freistaat Bayern,100,"93,76",0,"91,09",100,100,"89,41",100,100,100,"94,45","93,66"
09764,Kreisfreie Stadt Memmingen,3 - Kreis,Freistaat Bayern,,,,,,,,,,,,
09771,Landkreis Aichach-Friedberg,3 - Kreis,Freistaat Bayern,100,"99,13",0,"96,97",100,"99,53","93,48","98,03",100,100,"89,33","67,59"
09772,Landkreis Augsburg,3 - Kreis,Freistaat Bayern,100,100,"6,86","99,4",100,100,"98,7","99,4",100,100,"92,44","48,02"
09773,Landkreis Dillingen a.d. Donau,3 - Kreis,Freistaat Bayern,100,"98,69",0,"94,33",100,"98,65","72,59","97,09",100,"98,8","92,33","60,6"
09774,Landkreis Günzburg,3 - Kreis,Freistaat Bayern,100,"98,89",0,"79,18",100,"99,1","83,97","96,86",100,"98,59","64,92","44,59"
09775,Landkreis Neu-Ulm,3 - Kreis,Freistaat Bayern,100,100,0,"98,08",100,"99,84","97,12","99,44",100,100,"99,9","31,16"
09776,Landkreis Lindau (Bodensee),3 - Kreis,Freistaat Bayern,"99,97","96,9","0,75","75,82",100,"98,91","85,22","93,45",100,"98,88","91,97","14,21"
09777,Landkreis Ostallgäu,3 - Kreis,Freistaat Bayern,"99,98","98,6",0,"91,87",100,"98,71","69,69","90,95",100,"98,87","82,32","57,96"
09778,Landkreis Unterallgäu,3 - Kreis,Freistaat Bayern,100,"97,53",0,"90,58",100,100,"78,53","94,55",100,"99,81","82,17","51,88"
09779,Landkreis Donau-Ries,3 - Kreis,Freistaat Bayern,100,"99,86",0,"93,77","99,65","97,42","87,26","94,22",100,100,"93,26","35,04"
09780,Landkreis Oberallgäu,3 - Kreis,Freistaat Bayern,100,"95,41",0,"66,8","99,39","98,58","72,9","84,74","99,82","93,65","79,17","37,51"
10041,Landkreis Regionalverband Saarbrücken,3 - Kreis,Land Saarland,"99,38","99,38",0,"72,19",100,"99,15","94,83","94,83",100,"99,37","70,94","23,17"
10042,Landkreis Merzig-Wadern,3 - Kreis,Land Saarland,"99,57","98,92",0,"55,83",100,"98,22","54,2","82,19","99,93","98,23","72,84","9,23"
10043,Landkreis Neunkirchen,3 - Kreis,Land Saarland,100,"97,29",0,"79,63",100,"99,44","77,61","99,92",100,"97,92","51,62",0
10044,Landkreis Saarlouis,3 - Kreis,Land Saarland,100,"95,67",0,"64,2",100,"99,67","93,67","98,96",100,"98,46","91,85","32,4"
10045,Landkreis Saarpfalz-Kreis,3 - Kreis,Land Saarland,100,"99,45","19,65","37,26",100,100,"69,71","83,2",100,"98,25","72,47","28,65"
10046,Landkreis St. Wendel,3 - Kreis,Land Saarland,100,"98,99",0,"80,79",100,"99,83","89,65","97,65",100,"99,63","67,82",0
11000,Kreisfreie Stadt Berlin,3 - Kreis,Land Berlin,100,100,0,"99,6",100,100,"99,62",100,100,100,"98,32","92,31"
12051,Kreisfreie Stadt Brandenburg an der Havel,3 - Kreis,Land Brandenburg,100,100,0,"80,71",100,100,"87,15",100,100,"99,16","84,63","59,08"
